order_id,customer_id,order_date,order_time,status,payment_method,subtotal,shipping,tax,total,items_count,shipping_city,shipping_country
100102,10181,2023-09-29,23:55:00,cancelled,UPI,2598.0,0,467.64,3065.64,1,Mooreport,Canada
100103,10192,2023-08-25,19:03:00,cancelled,Wallet,199.0,99,35.82,333.82,1,West Shelleyfort,USA
100104,10194,2024-10-15,09:28:00,delivered,Net Banking,4673.16,0,841.17,5514.33,1,Chapra,India
100105,10199,2024-08-21,11:35:00,processing,UPI,5997.0,0,1079.46,7076.46,1,Guna,India
100106,10199,2024-09-05,18:59:00,delivered,UPI,698.64,49,125.76,873.4,1,Guna,India
100107,10199,2024-08-26,19:09:00,delivered,Debit Card,5998.0,0,1079.64,7077.64,2,Guna,India
100108,10204,2022-12-17,21:38:00,delivered,UPI,17473.19,0,3145.17,20618.36,3,Etawah,India
100109,10207,2023-10-05,20:26:00,delivered,Debit Card,31998.0,0,5759.64,37757.64,1,Naihati,India
100110,10207,2023-04-02,12:26:00,delivered,Credit Card,1398.0,0,251.64,1649.64,1,Naihati,India
100111,10207,2023-11-11,00:17:00,shipped,Net Banking,3297.0,0,593.46,3890.46,2,Naihati,India
100112,10207,2023-06-07,19:59:00,delivered,Wallet,4496.0,0,809.28,5305.28,4,Naihati,India
100113,10212,2024-02-24,17:26:00,delivered,UPI,17494.0,0,3148.92,-20642.92,4,Jemmamouth,UK
100114,10218,2023-11-14,11:49:00,delivered,Debit Card,899.0,99,161.82,1159.82,1,Bhilai,India
100115,10218,2024-02-08,04:11:00,shipped,Wallet,13497.0,0,2429.46,15926.46,2,Bhilai,India
100116,10218,2023-12-21,17:37:00,delivered,Credit Card,12999.0,0,2339.82,15338.82,1,Bhilai,India
100117,10225,2024-06-15,16:04:00,delivered,Credit Card,14594.0,0,2626.92,17220.92,3,Moonburgh,USA
100118,10225,2024-06-12,04:52:00,delivered,Credit Card,1698.0,0,305.64,2003.64,2,Moonburgh,USA
100119,10225,2024-08-09,02:29:00,pending,Credit Card,174.64,149,31.44,355.08,1,Moonburgh,USA
100120,10228,2024-02-06,05:52:00,processing,Credit Card,4997.0,0,899.46,5896.46,3,Gwalior,India
100121,10228,2024-04-05,04:55:00,delivered,Debit Card,8197.0,0,1475.46,9672.46,2,Gwalior,India
100122,10228,2024-04-23,10:03:00,processing,UPI,999.0,0,179.82,1178.82,1,Gwalior,India
100123,10246,2023-07-28,20:42:00,delivered,Debit Card,868.78,49,156.38,1074.16,1,Hospet,India
100124,10250,2024-07-07,00:48:00,delivered,Credit Card,10997.0,0,1979.46,12976.46,2,South Gabrielfort,Australia
100125,10258,2023-07-12,07:14:00,delivered,Debit Card,1299.0,0,233.82,1532.82,1,Ajmer,India
100126,10266,2024-06-15,16:11:00,delivered,Credit Card,3895.0,0,701.1,4596.1,3,Jacksonport,USA
100127,10271,2024-08-06,05:27:00,delivered,UPI,13998.0,0,2519.64,16517.64,2,Ranchi,India
100128,10279,2023-01-23,23:52:00,shipped,UPI,6824.2,0,1228.36,8052.56,4,Bihar Sharif,India
100129,10281,2025-06-15,18:06:00,delivered,UPI,5594.0,0,1006.92,6600.92,4,Port Dominiqueview,USA
100130,10284,2023-11-23,05:45:00,delivered,UPI,4999.0,0,899.82,5898.82,1,Carlsonmouth,Singapore
100131,10284,2024-01-13,13:35:00,delivered,Credit Card,19997.0,0,3599.46,23596.46,2,Carlsonmouth,Singapore
100132,10284,2023-10-05,21:58:00,delivered,UPI,1909.35,0,343.68,2253.03,2,Carlsonmouth,Singapore
100133,10286,2023-03-15,16:11:00,processing,UPI,1499.0,0,269.82,1768.82,1,Johnsonstad,USA
100134,10286,2023-02-15,18:33:00,delivered,UPI,29996.0,0,5399.28,35395.28,3,Johnsonstad,USA
100135,10288,2022-08-24,05:07:00,shipped,Debit Card,19841.28,0,3571.43,23412.71,2,Smithfort,UK
100136,10294,2024-10-28,21:45:00,delivered,Debit Card,10700.58,0,1926.1,12626.68,3,Allahabad,India
100137,10294,2024-10-27,17:08:00,cancelled,Credit Card,9813.17,0,1766.37,11579.54,4,Allahabad,India
100138,10294,2024-10-27,20:08:00,shipped,UPI,3888.14,0,699.87,4588.01,2,Allahabad,India
100139,10294,2024-10-26,11:55:00,delivered,COD,1817.28,0,327.11,2144.39,1,Allahabad,India
100140,10294,2024-10-26,15:51:00,processing,UPI,1668.63,0,300.35,1968.98,1,Allahabad,India
100141,10294,2024-10-26,02:49:00,delivered,Wallet,30112.89,0,5420.32,35533.21,4,Allahabad,India
100142,10294,2024-10-26,00:32:00,cancelled,UPI,2311.68,0,416.1,2727.78,1,Allahabad,India
100143,10294,2024-10-27,12:35:00,delivered,Wallet,719.37,49,129.49,897.86,1,Allahabad,India
100144,10294,2024-10-26,13:51:00,delivered,Net Banking,1451.44,0,261.26,1712.7,1,Allahabad,India
100145,10294,2024-10-28,01:55:00,delivered,UPI,573.03,99,103.15,775.18,1,Allahabad,India
100146,10294,2024-10-25,08:41:00,shipped,Net Banking,3794.19,0,682.95,4477.14,2,Allahabad,India
100147,10294,2024-10-28,13:58:00,shipped,Wallet,25061.27,0,4511.03,29572.3,2,Allahabad,India
100149,10294,2024-10-27,18:07:00,processing,UPI,7419.45,0,1335.5,8754.95,3,Allahabad,India
100150,10294,2024-10-25,11:52:00,shipped,Credit Card,2064.45,0,371.6,2436.05,2,Allahabad,India
100151,10294,2024-10-25,08:03:00,delivered,Credit Card,46676.76,0,8401.82,55078.58,2,Allahabad,India
100152,10294,2024-10-25,03:46:00,cancelled,Wallet,4382.76,0,788.9,5171.66,2,Allahabad,India
100153,10294,2024-10-25,23:41:00,delivered,Debit Card,4628.96,0,833.21,5462.17,1,Allahabad,India
100154,10294,2024-10-27,09:54:00,delivered,Wallet,1116.65,0,201.0,1317.65,2,Allahabad,India
100155,10294,2024-10-25,02:31:00,delivered,Wallet,44836.2,0,8070.52,52906.72,1,Allahabad,India
100156,10294,2024-10-26,06:27:00,delivered,UPI,1351.25,0,243.22,1594.47,1,Allahabad,India
100159,10294,2024-10-26,01:29:00,delivered,Debit Card,3317.25,0,597.1,3914.35,2,Allahabad,India
100160,10294,2024-10-26,04:11:00,delivered,Debit Card,2308.5,0,415.53,2724.03,2,Allahabad,India
100161,10294,2024-10-26,10:33:00,cancelled,Debit Card,5656.92,0,1018.25,6675.17,1,Allahabad,India
100162,10294,2024-10-27,12:48:00,delivered,Wallet,31184.84,0,5613.27,36798.11,3,Allahabad,India
100163,10294,2024-10-26,22:31:00,delivered,Credit Card,3079.72,0,554.35,3634.07,3,Allahabad,India
100164,10294,2024-10-27,03:33:00,delivered,Net Banking,1524.27,0,274.37,1798.64,2,Allahabad,India
100166,10294,2024-10-26,23:48:00,delivered,UPI,1793.23,0,322.78,2116.01,1,Allahabad,India
100167,10294,2024-10-26,08:29:00,delivered,Net Banking,13150.6,0,2367.11,15517.71,3,Allahabad,India
100168,10294,2024-10-27,02:28:00,delivered,Wallet,3255.52,0,585.99,3841.51,1,Allahabad,India
100169,10294,2024-10-26,09:19:00,delivered,Credit Card,1428.3,0,257.09,1685.39,1,Allahabad,India
100170,10294,2024-10-27,18:35:00,delivered,Net Banking,8568.4,0,1542.31,10110.71,4,Allahabad,India
100171,10294,2024-10-28,16:16:00,delivered,Credit Card,8643.5,0,1555.83,10199.33,3,Allahabad,India
100172,10294,2024-10-26,18:53:00,shipped,UPI,4903.78,0,882.68,5786.46,2,Allahabad,India
100173,10294,2024-10-26,10:19:00,delivered,Debit Card,4902.29,0,882.41,5784.7,3,Allahabad,India
100174,10294,2024-10-25,03:07:00,delivered,UPI,3066.07,0,551.89,3617.96,1,Allahabad,India
100175,10294,2024-10-25,00:47:00,delivered,UPI,2381.1,0,428.6,2809.7,3,Allahabad,India
100176,10294,2024-10-26,06:42:00,pending,Debit Card,4654.36,0,837.78,5492.14,3,Allahabad,India
100177,10294,2024-10-26,10:06:00,delivered,Credit Card,13750.59,0,2475.11,16225.7,5,Allahabad,India
100178,10295,2023-05-15,09:30:00,processing,UPI,999.0,0,179.82,1178.82,1,Mooreport,Australia
100179,10301,2023-03-26,08:06:00,delivered,Credit Card,2598.0,0,467.64,3065.64,2,Port Molly,USA
100180,10301,2023-06-10,00:28:00,pending,Net Banking,14069.38,0,2532.49,16601.87,4,Port Molly,USA
100181,10301,2023-03-05,10:03:00,delivered,Credit Card,5894.0,0,1060.92,6954.92,4,Port Molly,USA
100182,10302,2023-11-24,11:18:00,delivered,Net Banking,2998.0,0,539.64,3537.64,1,Ujjain,India
100183,10302,2024-03-06,06:40:00,delivered,Debit Card,1198.0,0,215.64,1413.64,2,Ujjain,India
100184,10302,2024-02-22,11:46:00,processing,Credit Card,2728.78,0,491.18,3219.96,2,Ujjain,India
100185,10320,2024-01-17,22:01:00,delivered,UPI,3998.0,0,719.64,4717.64,1,Katihar,India
100186,10320,2024-01-10,04:45:00,delivered,Debit Card,1598.0,0,287.64,1885.64,1,Katihar,India
100187,10320,2024-01-11,02:41:00,delivered,COD,1398.0,0,251.64,1649.64,1,Katihar,India
100188,10320,2024-05-27,11:29:00,pending,Wallet,4039.31,0,727.08,4766.39,1,Katihar,India
100189,10323,2024-09-22,21:04:00,delivered,Debit Card,49998.0,0,8999.64,58997.64,1,Pimpri-Chinchwad,India
100190,10325,2023-05-21,19:47:00,returned,Debit Card,1398.0,0,251.64,-1649.64,2,Haridwar,India
100191,10327,2024-09-01,19:07:00,delivered,Credit Card,1203.72,0,216.67,1420.39,2,Erode,India
100192,10327,2024-08-02,15:19:00,delivered,Debit Card,2798.0,0,503.64,3301.64,2,Erode,India
100193,10327,2024-08-04,14:02:00,delivered,Debit Card,1198.0,0,215.64,1413.64,1,Erode,India
100194,10327,2024-08-06,09:55:00,delivered,COD,1499.0,0,269.82,1768.82,1,Erode,India
100195,10328,2023-07-06,16:14:00,delivered,Debit Card,15996.0,0,2879.28,18875.28,2,Nicholasberg,USA
100196,10328,2023-07-19,05:44:00,delivered,Credit Card,9998.0,0,1799.64,11797.64,1,Nicholasberg,USA
100197,10336,2022-10-08,23:19:00,delivered,Wallet,999.0,0,179.82,1178.82,1,Bhilwara,India
100198,10339,2024-03-17,19:45:00,delivered,Credit Card,13392.02,0,2410.56,15802.58,4,New Diane,USA
100199,10343,2023-11-17,10:13:00,delivered,Net Banking,17182.87,0,3092.92,20275.79,3,Mangalore,India
100200,10345,2024-10-28,21:47:00,processing,Credit Card,12348.53,0,2222.74,14571.27,3,Kimberlyshire,USA
100201,10346,2023-09-24,01:01:00,delivered,Debit Card,2740.97,0,493.37,3234.34,3,Herford,Germany
100202,10353,2023-08-27,23:38:00,delivered,Net Banking,1391.75,0,250.52,1642.27,1,South Rachelborough,Canada
100203,10356,2024-01-23,05:07:00,delivered,UPI,1702.62,0,306.47,2009.09,1,Guwahati,India
100204,10356,2023-11-02,11:33:00,delivered,Credit Card,1286.23,0,231.52,1517.75,1,Guwahati,India
100205,10356,2023-12-04,02:14:00,delivered,UPI,2499.0,0,449.82,2948.82,1,Guwahati,India
100206,10356,2023-10-31,19:08:00,delivered,Debit Card,12999.0,0,2339.82,15338.82,1,Guwahati,India
100207,10356,2024-03-05,02:15:00,delivered,Debit Card,2406.12,0,433.1,2839.22,2,Guwahati,India
100208,10356,2023-12-10,03:45:00,delivered,Credit Card,199.0,99,35.82,333.82,1,Guwahati,India
100209,10356,2023-09-11,21:35:00,returned,Credit Card,16497.0,0,2969.46,19466.46,2,Guwahati,India
100210,10356,2023-11-16,18:02:00,delivered,Debit Card,22197.0,0,3995.46,26192.46,3,Guwahati,India
100211,10356,2023-12-08,12:15:00,delivered,UPI,25998.0,0,4679.64,30677.64,1,Guwahati,India
100212,10356,2023-09-29,16:56:00,delivered,Net Banking,41997.0,0,7559.46,49556.46,2,Guwahati,India
100213,10356,2024-03-31,01:37:00,delivered,Credit Card,2997.0,0,539.46,3536.46,2,Guwahati,India
100214,10356,2023-12-02,18:36:00,delivered,UPI,1303.71,0,234.67,1538.38,1,Guwahati,India
100215,10356,2023-11-26,22:27:00,delivered,Debit Card,44848.63,0,8072.75,52921.38,3,Guwahati,India
100216,10356,2024-03-16,18:12:00,delivered,Debit Card,2398.0,0,431.64,2829.64,2,Guwahati,India
100217,10356,2023-10-22,10:26:00,processing,Credit Card,2499.0,0,449.82,2948.82,1,Guwahati,India
100218,10356,2024-03-16,02:20:00,delivered,UPI,1499.0,0,269.82,1768.82,1,Guwahati,India
100219,10356,2024-01-31,09:48:00,shipped,Wallet,3815.91,0,686.86,4502.77,3,Guwahati,India
100220,10356,2023-11-27,19:48:00,delivered,Wallet,372.92,49,67.13,489.05,1,Guwahati,India
100221,10358,2023-02-14,17:41:00,delivered,UPI,2898.0,0,521.64,3419.64,2,Iserlohn,Germany
100222,10358,2023-01-14,19:34:00,delivered,Net Banking,5999.0,0,1079.82,7078.82,1,Iserlohn,Germany
100223,10358,2023-06-19,21:42:00,delivered,UPI,2996.0,0,539.28,3535.28,4,Iserlohn,Germany
100224,10358,2023-04-28,05:24:00,delivered,Net Banking,6865.67,0,1235.82,8101.49,2,Iserlohn,Germany
100225,10358,2023-05-07,02:03:00,processing,Credit Card,999.0,0,179.82,1178.82,1,Iserlohn,Germany
100226,10358,2023-04-19,10:20:00,shipped,Credit Card,1198.0,0,215.64,1413.64,1,Iserlohn,Germany
100227,10358,2023-03-01,12:32:00,returned,Debit Card,1598.0,0,287.64,1885.64,1,Iserlohn,Germany
100228,10358,2023-05-19,20:24:00,delivered,UPI,2656.78,0,478.22,3135.0,1,Iserlohn,Germany
100229,10360,2024-04-28,06:44:00,delivered,Credit Card,2297.0,0,413.46,2710.46,3,Keithville,USA
100230,10362,2024-09-21,16:11:00,delivered,Debit Card,8997.0,0,1619.46,10616.46,1,Smithland,USA
100231,10367,2024-01-09,10:40:00,shipped,Net Banking,56451.01,0,10161.18,66612.19,4,Phusro,India
100232,10367,2024-01-24,13:29:00,shipped,UPI,22544.24,0,4057.96,26602.2,2,Phusro,India
100233,10367,2024-01-19,20:35:00,delivered,Wallet,2499.0,0,449.82,2948.82,1,Phusro,India
100234,10367,2023-12-04,01:20:00,delivered,Credit Card,5097.0,0,917.46,6014.46,3,Phusro,India
100235,10370,2022-08-20,22:18:00,delivered,Credit Card,267.71,149,48.19,464.9,1,Tinsukia,India
100236,10371,2024-04-29,20:32:00,delivered,COD,9597.0,0,1727.46,11324.46,3,South Meganbury,USA
100237,10371,2024-05-07,17:36:00,delivered,UPI,5598.0,0,1007.64,6605.64,2,South Meganbury,USA
100238,10371,2024-02-24,15:29:00,shipped,Credit Card,11998.0,0,2159.64,14157.64,1,South Meganbury,USA
100239,10372,2023-10-16,11:39:00,processing,Net Banking,699.0,49,125.82,873.82,1,Bathinda,India
100240,10372,2023-08-04,04:53:00,delivered,UPI,1999.0,0,359.82,2358.82,1,Bathinda,India
100241,10372,2023-08-08,15:17:00,delivered,Credit Card,26397.0,0,4751.46,31148.46,2,Bathinda,India
100242,10380,2023-02-05,20:20:00,shipped,Debit Card,3683.42,0,663.02,4346.44,3,Michaelberg,USA
100243,10380,2022-08-14,22:58:00,delivered,Debit Card,799.0,99,143.82,1041.82,1,Michaelberg,USA
100244,,2022-05-31,06:05:00,cancelled,Credit Card,24999.0,0,4499.82,29498.82,1,Michaelberg,USA
100245,10383,2023-05-23,02:07:00,delivered,Net Banking,4345.5,0,782.19,5127.69,3,New Brookefurt,USA
100246,10388,2024-08-27,20:43:00,delivered,Credit Card,35446.44,0,6380.36,41826.8,1,Secunderabad,India
100247,10388,2024-08-30,14:46:00,delivered,UPI,9639.73,0,1735.15,11374.88,2,Secunderabad,India
100248,10388,2024-09-06,05:15:00,cancelled,Debit Card,9947.02,0,1790.46,11737.48,3,Secunderabad,India
100249,10397,2023-12-07,11:44:00,pending,Credit Card,27094.41,0,4876.99,31971.4,3,West Meganville,USA
100250,10399,2024-08-20,22:34:00,returned,Wallet,21289.12,0,3832.04,25121.16,5,Torgau,Germany
100251,10399,2024-08-23,00:31:00,delivered,Debit Card,999.0,0,179.82,1178.82,1,Torgau,Germany
100252,10399,2024-10-14,21:55:00,cancelled,Net Banking,11907.7,0,2143.39,14051.09,2,Torgau,Germany
100253,10402,2022-11-13,04:28:00,pending,Debit Card,4999.0,0,899.82,5898.82,1,North Fionafort,UK
100254,10402,2023-04-18,16:31:00,delivered,COD,11893.0,0,2140.74,14033.74,5,North Fionafort,UK
100255,10402,2023-03-12,17:13:00,delivered,Credit Card,9898.11,0,1781.66,11679.77,1,North Fionafort,UK
